Citizen_ID,District,Age,Gender,Community,Annual_Income,Ration_Card_Type,Education_Level,Occupation,Land_Holding_Acres,Marital_Status,Disability_Status,SHG_Member,Eligible_Scheme
TN-SIV-646381,Sivaganga,63,Female,BC,71629,PHH,10th Pass,Agriculture,1.4,Single,0,0,Indira Gandhi National Old Age Pension
TN-THE-914483,Theni,41,Male,BC,39941,PHH,Illiterate,Agriculture,3.2,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-VIR-226368,Virudhunagar,36,Female,BC,223033,NPHH,Graduate,Agriculture,3.3,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-VIR-789923,Virudhunagar,38,Female,SC,42415,PHH,10th Pass,Self-Employed,0,Separated,0,0,Not Eligible / General Public
TN-TEN-468885,Tenkasi,30,Male,BC,44029,PHH,Graduate,Unemployed,0,Widow,0,0,Not Eligible / General Public
TN-VIR-908085,Virudhunagar,40,Male,BC,51809,PHH,12th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-KAN-281948,Kanyakumari,68,Male,MBC,68218,PHH,Illiterate,Unemployed,0,Married,1,0,Differently Abled Pension Scheme
TN-MAD-808075,Madurai,56,Male,MBC,38352,PHH,12th Pass,Daily Wage,0,Married,1,0,Differently Abled Pension Scheme
TN-SIV-728377,Sivaganga,51,Male,MBC,44282,PHH,Graduate,Self-Employed,0,Married,0,0,Not Eligible / General Public
TN-MAD-283431,Madurai,57,Male,General,70579,PHH,12th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-THE-762991,Theni,19,Female,MBC,60403,PHH,8th Pass,Student,0,Single,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-TEN-501755,Tenkasi,46,Female,BC,51095,PHH,Illiterate,Daily Wage,0,Married,1,0,Differently Abled Pension Scheme
TN-MAD-563807,Madurai,50,Male,General,58280,AAY,10th Pass,Daily Wage,0,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-RAM-935120,Ramanathapuram,18,Male,MBC,43383,PHH,8th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-TEN-210026,Tenkasi,23,Female,General,35171,PHH,12th Pass,Daily Wage,0,Married,0,1,Pudhumai Penn Scheme (Moovalur Ramamirtham)
TN-DIN-679030,Dindigul,39,Female,SC,15282,PHH,12th Pass,Daily Wage,0,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-VIR-217464,Virudhunagar,34,Male,BC,38341,PHH,10th Pass,Agriculture,3.5,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-RAM-784304,Ramanathapuram,17,Female,SC,60160,PHH,10th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-TIR-769772,Tirunelveli,37,Female,MBC,76996,PHH,10th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-SIV-551056,Sivaganga,58,Male,BC,43532,PHH,Illiterate,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-DIN-797726,Dindigul,29,Female,MBC,20303,PHH,Diploma,Daily Wage,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-TEN-970532,Tenkasi,31,Male,MBC,146583,NPHH,12th Pass,Agriculture,4.7,Widow,1,0,Differently Abled Pension Scheme
TN-MAD-128381,Madurai,39,Female,BC,44216,AAY,10th Pass,Daily Wage,0,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-THE-680497,Theni,55,Female,General,38553,AAY,10th Pass,Daily Wage,0,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-DIN-260131,Dindigul,38,Female,BC,58050,PHH,10th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-RAM-374604,Ramanathapuram,66,Female,BC,33157,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THE-730643,Theni,27,Female,MBC,188828,NPHH,12th Pass,Self-Employed,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-TIR-879634,Tirunelveli,50,Female,MBC,60946,AAY,12th Pass,Agriculture,1.6,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-TIR-832270,Tirunelveli,17,Female,BC,118516,PHH,10th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-SIV-307806,Sivaganga,38,Female,BC,168186,NPHH,12th Pass,Self-Employed,0,Married,0,0,Not Eligible / General Public
TN-MAD-907880,Madurai,59,Male,BC,88699,PHH,12th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-TIR-499853,Tirunelveli,73,Male,SC,69407,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-RAM-830085,Ramanathapuram,20,Female,BC,43265,PHH,12th Pass,Student,0,Single,0,1,Pudhumai Penn Scheme (Moovalur Ramamirtham)
TN-TIR-275512,Tirunelveli,18,Female,BC,50381,PHH,Illiterate,Student,0,Single,0,0,Not Eligible / General Public
TN-THE-545882,Theni,17,Female,BC,20637,PHH,10th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-VIR-143012,Virudhunagar,56,Female,SC,83930,PHH,8th Pass,Agriculture,3.4,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-SIV-638118,Sivaganga,74,Female,MBC,33597,PHH,12th Pass,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-TEN-821354,Tenkasi,80,Male,BC,58572,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THE-300875,Theni,32,Female,SC,33869,PHH,8th Pass,Unemployed,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-SIV-933259,Sivaganga,37,Female,MBC,83579,PHH,Graduate,Agriculture,4,Widow,0,1,Destitute Widow Pension Scheme
TN-THE-183849,Theni,46,Female,General,54901,AAY,12th Pass,Daily Wage,0,Single,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-SIV-886027,Sivaganga,36,Female,MBC,46357,PHH,8th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-THO-972336,Thoothukudi,25,Female,BC,108910,PHH,10th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-KAN-253419,Kanyakumari,77,Female,General,161976,NPHH,10th Pass,Unemployed,0,Widow,0,1,Not Eligible / General Public
TN-TIR-668301,Tirunelveli,56,Male,BC,60720,PHH,8th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-SIV-919068,Sivaganga,56,Female,BC,20518,PHH,Graduate,Unemployed,0,Married,0,1,Not Eligible / General Public
TN-DIN-527648,Dindigul,26,Female,MBC,70120,PHH,10th Pass,Agriculture,3.9,Widow,0,1,Destitute Widow Pension Scheme
TN-KAN-214785,Kanyakumari,42,Female,BC,52042,PHH,10th Pass,Daily Wage,0,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-KAN-177434,Kanyakumari,30,Female,BC,28356,PHH,10th Pass,Self-Employed,0,Married,0,0,Not Eligible / General Public
TN-DIN-359934,Dindigul,38,Male,MBC,47146,AAY,12th Pass,Daily Wage,0,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-DIN-798721,Dindigul,31,Female,MBC,44107,PHH,10th Pass,Agriculture,4.3,Widow,0,1,Destitute Widow Pension Scheme
TN-TIR-791860,Tirunelveli,61,Male,BC,43269,PHH,Graduate,Daily Wage,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-RAM-867219,Ramanathapuram,71,Female,BC,151107,NPHH,10th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-THO-507974,Thoothukudi,79,Male,MBC,62607,AAY,10th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-TEN-191608,Tenkasi,28,Male,BC,22693,AAY,Illiterate,Agriculture,4.8,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-SIV-695075,Sivaganga,37,Male,SC,54922,PHH,Graduate,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-VIR-777455,Virudhunagar,39,Female,SC,24526,PHH,12th Pass,Agriculture,2.6,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-RAM-722951,Ramanathapuram,29,Male,MBC,25013,PHH,Graduate,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-RAM-523367,Ramanathapuram,30,Male,SC,24886,AAY,8th Pass,Agriculture,1.7,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-THO-662836,Thoothukudi,47,Male,BC,77939,PHH,Graduate,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-VIR-900109,Virudhunagar,38,Female,MBC,82451,PHH,10th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-RAM-144701,Ramanathapuram,59,Male,BC,64663,AAY,Graduate,Agriculture,1,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-MAD-647037,Madurai,19,Male,MBC,94989,PHH,Illiterate,Student,0,Single,0,0,Not Eligible / General Public
TN-DIN-303068,Dindigul,23,Male,General,31243,PHH,8th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-TEN-794906,Tenkasi,25,Male,BC,38729,PHH,8th Pass,Agriculture,4.6,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-SIV-164832,Sivaganga,48,Male,MBC,57473,PHH,8th Pass,Agriculture,3.8,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-TEN-359051,Tenkasi,83,Male,BC,53491,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-TIR-706860,Tirunelveli,63,Male,MBC,28969,AAY,10th Pass,Agriculture,3.2,Married,0,0,Indira Gandhi National Old Age Pension
TN-TEN-754437,Tenkasi,17,Male,MBC,47462,PHH,Graduate,Student,0,Single,0,0,Not Eligible / General Public
TN-MAD-726089,Madurai,67,Female,BC,53531,PHH,Diploma,Unemployed,0,Widow,0,0,Destitute Widow Pension Scheme
TN-THE-795562,Theni,64,Male,SC,113534,PHH,Graduate,Self-Employed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-KAN-986368,Kanyakumari,48,Female,ST,44673,PHH,8th Pass,Agriculture,1.7,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-TIR-833512,Tirunelveli,83,Male,MBC,62775,PHH,10th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-THO-619973,Thoothukudi,22,Female,BC,200294,NPHH,Graduate,Agriculture,2.5,Married,0,0,Pudhumai Penn Scheme (Moovalur Ramamirtham)
TN-RAM-267539,Ramanathapuram,52,Male,SC,52406,PHH,10th Pass,Daily Wage,0,Widow,0,0,MGNREGS (100 Days Rural Employment)
TN-MAD-502679,Madurai,22,Female,SC,69986,AAY,8th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-KAN-566447,Kanyakumari,58,Male,BC,71393,PHH,10th Pass,Agriculture,0.8,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-THO-660925,Thoothukudi,38,Male,BC,22216,PHH,12th Pass,Daily Wage,0,Widow,0,0,MGNREGS (100 Days Rural Employment)
TN-TIR-247493,Tirunelveli,21,Female,General,69145,PHH,12th Pass,Student,0,Married,0,0,Pudhumai Penn Scheme (Moovalur Ramamirtham)
TN-RAM-233564,Ramanathapuram,24,Female,BC,48135,PHH,8th Pass,Agriculture,4.7,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-TIR-896135,Tirunelveli,81,Female,BC,41972,PHH,8th Pass,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-TIR-615216,Tirunelveli,65,Female,BC,21445,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THO-922029,Thoothukudi,50,Male,BC,64360,AAY,10th Pass,Unemployed,0,Single,0,0,Not Eligible / General Public
TN-TIR-377139,Tirunelveli,61,Male,MBC,18151,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-TEN-348472,Tenkasi,26,Female,BC,26141,AAY,Illiterate,Daily Wage,0,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-THE-262587,Theni,20,Female,BC,112053,PHH,Diploma,Student,0,Single,0,0,Pudhumai Penn Scheme (Moovalur Ramamirtham)
TN-VIR-596731,Virudhunagar,50,Male,SC,56123,AAY,12th Pass,Self-Employed,0,Widow,0,0,Not Eligible / General Public
TN-VIR-343117,Virudhunagar,26,Male,MBC,107345,PHH,Graduate,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-KAN-757631,Kanyakumari,37,Female,MBC,92672,PHH,10th Pass,Unemployed,0,Separated,0,0,Not Eligible / General Public
TN-KAN-976609,Kanyakumari,24,Female,BC,15689,AAY,Graduate,Daily Wage,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-KAN-295009,Kanyakumari,60,Female,BC,23424,PHH,12th Pass,Agriculture,1.6,Single,0,0,Indira Gandhi National Old Age Pension
TN-SIV-497781,Sivaganga,42,Male,BC,195822,NPHH,10th Pass,Daily Wage,0,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-DIN-176602,Dindigul,23,Male,BC,106612,PHH,10th Pass,Self-Employed,0,Married,0,0,Not Eligible / General Public
TN-TIR-350804,Tirunelveli,60,Male,SC,108162,PHH,12th Pass,Daily Wage,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-KAN-142059,Kanyakumari,75,Female,ST,32023,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-VIR-416434,Virudhunagar,18,Female,BC,37761,AAY,10th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-KAN-539008,Kanyakumari,68,Male,BC,42154,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-MAD-411305,Madurai,74,Male,General,25638,AAY,8th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THE-237623,Theni,82,Female,MBC,58300,PHH,Illiterate,Unemployed,0,Widow,0,0,Destitute Widow Pension Scheme
TN-VIR-988610,Virudhunagar,66,Male,BC,73599,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-VIR-948156,Virudhunagar,37,Male,MBC,227324,NPHH,12th Pass,Daily Wage,0,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-THO-544312,Thoothukudi,21,Male,SC,62443,PHH,Diploma,Student,0,Married,0,0,Not Eligible / General Public
TN-TEN-183625,Tenkasi,26,Female,MBC,38673,PHH,Illiterate,Daily Wage,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-MAD-505333,Madurai,20,Female,MBC,41242,PHH,8th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-DIN-129255,Dindigul,83,Female,MBC,121553,NPHH,Graduate,Unemployed,0,Married,0,1,Not Eligible / General Public
TN-THE-276220,Theni,75,Male,General,15325,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THO-839350,Thoothukudi,29,Male,ST,68844,AAY,10th Pass,Agriculture,3,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-KAN-427751,Kanyakumari,80,Female,General,57785,PHH,10th Pass,Unemployed,0,Widow,0,0,Destitute Widow Pension Scheme
TN-THE-511558,Theni,60,Male,MBC,71826,PHH,8th Pass,Agriculture,2.8,Widow,0,0,Indira Gandhi National Old Age Pension
TN-RAM-288461,Ramanathapuram,46,Male,MBC,220219,NPHH,Illiterate,Daily Wage,0,Widow,0,0,MGNREGS (100 Days Rural Employment)
TN-RAM-614959,Ramanathapuram,47,Female,MBC,34612,PHH,10th Pass,Agriculture,2.9,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-RAM-397927,Ramanathapuram,22,Female,SC,41695,PHH,12th Pass,Daily Wage,0,Single,0,1,Pudhumai Penn Scheme (Moovalur Ramamirtham)
TN-RAM-282342,Ramanathapuram,42,Male,BC,206589,NPHH,Illiterate,Agriculture,2,Widow,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-SIV-262436,Sivaganga,82,Female,MBC,78767,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-TIR-431031,Tirunelveli,25,Female,General,66669,PHH,Illiterate,Weaver,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-SIV-224273,Sivaganga,43,Female,BC,77947,PHH,Graduate,Daily Wage,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-MAD-859425,Madurai,59,Male,BC,64484,PHH,10th Pass,Daily Wage,0,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-VIR-312369,Virudhunagar,52,Male,MBC,45006,PHH,12th Pass,Agriculture,3.5,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-THO-524325,Thoothukudi,29,Male,BC,63496,AAY,10th Pass,Agriculture,3.2,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-KAN-850931,Kanyakumari,21,Female,MBC,50616,AAY,10th Pass,Student,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-KAN-806312,Kanyakumari,36,Male,BC,50608,PHH,10th Pass,Agriculture,3.9,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-TEN-760963,Tenkasi,77,Female,MBC,66071,PHH,Illiterate,Unemployed,0,Widow,0,0,Destitute Widow Pension Scheme
TN-KAN-915505,Kanyakumari,52,Female,BC,65719,PHH,12th Pass,Daily Wage,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-TIR-305289,Tirunelveli,68,Female,SC,21959,PHH,Diploma,Unemployed,0,Widow,1,1,Differently Abled Pension Scheme
TN-VIR-883387,Virudhunagar,43,Male,MBC,36992,PHH,10th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-TIR-404300,Tirunelveli,51,Female,ST,27037,AAY,10th Pass,Agriculture,2.8,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-THO-317642,Thoothukudi,65,Female,General,99828,PHH,10th Pass,Unemployed,0,Widow,0,1,Destitute Widow Pension Scheme
TN-THO-835488,Thoothukudi,39,Male,General,65142,AAY,10th Pass,Daily Wage,0,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-THO-568605,Thoothukudi,66,Male,SC,48167,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-SIV-928974,Sivaganga,53,Female,SC,19415,PHH,8th Pass,Agriculture,2.6,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-SIV-112097,Sivaganga,50,Male,BC,30949,PHH,10th Pass,Self-Employed,0,Married,0,0,Not Eligible / General Public
TN-TIR-799061,Tirunelveli,79,Female,BC,20353,PHH,10th Pass,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-THO-423813,Thoothukudi,60,Female,BC,68274,PHH,12th Pass,Daily Wage,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-MAD-676971,Madurai,48,Female,BC,63966,AAY,10th Pass,Agriculture,0.7,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-TEN-443594,Tenkasi,73,Female,MBC,24541,PHH,10th Pass,Unemployed,0,Widow,0,1,Destitute Widow Pension Scheme
TN-TEN-707968,Tenkasi,83,Male,SC,39351,PHH,8th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-TEN-309876,Tenkasi,18,Female,BC,121257,NPHH,10th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-TEN-763135,Tenkasi,53,Male,MBC,68807,PHH,Graduate,Agriculture,4.3,Separated,0,0,MGNREGS (100 Days Rural Employment)
TN-TIR-806760,Tirunelveli,58,Male,SC,145767,NPHH,10th Pass,Agriculture,1.9,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-VIR-929377,Virudhunagar,30,Male,SC,91735,PHH,Graduate,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-MAD-626730,Madurai,54,Female,MBC,20924,PHH,10th Pass,Daily Wage,0,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-TIR-629253,Tirunelveli,48,Male,MBC,46978,PHH,8th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-TIR-550633,Tirunelveli,61,Female,BC,70146,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-VIR-108270,Virudhunagar,76,Male,SC,219418,NPHH,12th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-THE-876646,Theni,66,Male,BC,71863,PHH,Illiterate,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-TEN-222293,Tenkasi,85,Male,MBC,61834,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-MAD-716350,Madurai,18,Female,BC,245061,NPHH,12th Pass,Student,0,Single,0,0,Pudhumai Penn Scheme (Moovalur Ramamirtham)
TN-KAN-424901,Kanyakumari,28,Male,SC,24817,AAY,Graduate,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-MAD-247698,Madurai,64,Female,SC,21973,PHH,Graduate,Self-Employed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-TEN-116787,Tenkasi,83,Male,SC,18500,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-MAD-307165,Madurai,21,Female,SC,58217,PHH,10th Pass,Student,0,Married,0,1,Mahalir Thittam (SHG Loan Scheme)
TN-VIR-575771,Virudhunagar,38,Female,SC,218870,NPHH,Illiterate,Agriculture,3.6,Married,0,0,MGNREGS (100 Days Rural Employment)
TN-TEN-869643,Tenkasi,24,Male,SC,38970,PHH,Diploma,Self-Employed,0,Single,0,0,Not Eligible / General Public
TN-RAM-417580,Ramanathapuram,83,Female,BC,38952,PHH,Graduate,Unemployed,0,Widow,0,1,Destitute Widow Pension Scheme
TN-KAN-313831,Kanyakumari,66,Female,MBC,64657,PHH,Graduate,Unemployed,0,Widow,0,0,Destitute Widow Pension Scheme
TN-VIR-506597,Virudhunagar,69,Female,BC,38252,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-VIR-851637,Virudhunagar,56,Male,BC,44595,PHH,8th Pass,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-RAM-802155,Ramanathapuram,49,Male,MBC,60247,PHH,12th Pass,Daily Wage,0,Married,1,0,Differently Abled Pension Scheme
TN-TEN-797693,Tenkasi,43,Female,MBC,136180,NPHH,8th Pass,Agriculture,3.7,Married,1,0,Differently Abled Pension Scheme
TN-SIV-679454,Sivaganga,19,Male,General,69342,PHH,10th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-RAM-513321,Ramanathapuram,63,Female,SC,55450,PHH,12th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THO-879583,Thoothukudi,34,Male,SC,51804,PHH,Illiterate,Agriculture,3.6,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-MAD-648806,Madurai,31,Female,ST,21450,PHH,8th Pass,Agriculture,3.6,Widow,0,1,Destitute Widow Pension Scheme
TN-VIR-706724,Virudhunagar,71,Female,SC,62966,AAY,Illiterate,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-SIV-269749,Sivaganga,63,Female,SC,65545,PHH,10th Pass,Agriculture,4,Married,0,0,Indira Gandhi National Old Age Pension
TN-DIN-371122,Dindigul,71,Female,BC,28950,AAY,12th Pass,Unemployed,0,Widow,0,0,Destitute Widow Pension Scheme
TN-VIR-639823,Virudhunagar,52,Male,BC,35617,AAY,Illiterate,Daily Wage,0,Married,1,0,Differently Abled Pension Scheme
TN-TIR-561754,Tirunelveli,85,Female,BC,53016,AAY,10th Pass,Unemployed,0,Widow,0,1,Destitute Widow Pension Scheme
TN-THO-375124,Thoothukudi,20,Male,General,35053,AAY,10th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-THE-657616,Theni,76,Male,BC,52380,AAY,10th Pass,Unemployed,0,Widow,0,0,Indira Gandhi National Old Age Pension
TN-KAN-616105,Kanyakumari,45,Male,General,75048,PHH,8th Pass,Unemployed,0,Single,0,0,Not Eligible / General Public
TN-MAD-664270,Madurai,58,Female,BC,81062,PHH,12th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-MAD-919580,Madurai,23,Female,General,17152,PHH,10th Pass,Agriculture,2.2,Married,0,1,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-KAN-476414,Kanyakumari,60,Female,MBC,72291,PHH,8th Pass,Daily Wage,0,Separated,0,1,Indira Gandhi National Old Age Pension
TN-KAN-527426,Kanyakumari,54,Male,BC,16504,PHH,10th Pass,Daily Wage,0,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-RAM-103365,Ramanathapuram,18,Male,BC,20398,PHH,8th Pass,Student,0,Single,0,0,Not Eligible / General Public
TN-MAD-107483,Madurai,68,Male,ST,52241,PHH,Graduate,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-TIR-233327,Tirunelveli,52,Male,MBC,94948,PHH,12th Pass,Agriculture,3.4,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-THO-735180,Thoothukudi,51,Male,BC,32391,PHH,Illiterate,Self-Employed,0,Separated,0,0,Not Eligible / General Public
TN-KAN-616425,Kanyakumari,42,Male,SC,87511,PHH,12th Pass,Daily Wage,0,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-TIR-308991,Tirunelveli,57,Female,SC,66991,PHH,12th Pass,Agriculture,2.2,Separated,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-KAN-350107,Kanyakumari,21,Male,MBC,36996,AAY,Graduate,Student,0,Married,0,0,Not Eligible / General Public
TN-THE-509872,Theni,35,Male,SC,118936,PHH,12th Pass,Daily Wage,0,Widow,0,0,MGNREGS (100 Days Rural Employment)
TN-THO-719075,Thoothukudi,71,Male,BC,44798,PHH,10th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-SIV-126218,Sivaganga,34,Male,BC,88923,PHH,Illiterate,Agriculture,1.7,Married,0,0,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-DIN-561310,Dindigul,46,Male,BC,54310,PHH,10th Pass,Self-Employed,0,Widow,0,0,Not Eligible / General Public
TN-KAN-776232,Kanyakumari,83,Female,BC,36674,PHH,10th Pass,Unemployed,0,Married,0,1,Indira Gandhi National Old Age Pension
TN-THE-213553,Theni,35,Male,BC,144477,NPHH,Illiterate,Agriculture,4.7,Single,0,0,MGNREGS (100 Days Rural Employment)
TN-TIR-364098,Tirunelveli,71,Male,BC,71474,AAY,8th Pass,Unemployed,0,Married,0,0,Indira Gandhi National Old Age Pension
TN-THO-296325,Thoothukudi,18,Female,BC,81795,PHH,12th Pass,Student,0,Single,0,0,Pudhumai Penn Scheme (Moovalur Ramamirtham)
TN-KAN-703446,Kanyakumari,83,Female,SC,22738,PHH,12th Pass,Unemployed,0,Widow,0,0,Destitute Widow Pension Scheme
TN-VIR-129398,Virudhunagar,24,Male,SC,77095,PHH,Illiterate,Unemployed,0,Married,0,0,Not Eligible / General Public
TN-KAN-234231,Kanyakumari,57,Male,BC,44660,PHH,8th Pass,Agriculture,3.2,Married,0,0,Kalaignarin Kanavu Illam (Housing)
TN-TIR-710959,Tirunelveli,41,Female,BC,28715,AAY,Illiterate,Agriculture,0.5,Single,0,1,Uzhavar Pathukappu Thittam (Marginal Farmer)
TN-THE-358232,Theni,57,Female,SC,60682,PHH,8th Pass,Agriculture,4.3,Widow,0,1,Destitute Widow Pension Scheme
